movie_id,title,combined
2832,Identity,"complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. as their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is. johncusack rayliotta amandapeet jamesmangold mystery thriller"
137093,Last Vegas,three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in las vegas for their last remaining single pal. robertdeniro morganfreeman michaeldouglas jonturteltaub comedy
699,For Your Eyes Only,a british spy ship has sunk and on board was a hi-tech encryption device. james bond is sent to find the device that holds british launching instructions before the enemy soviets get to it first. rogermoore carolebouquet chaimtopol johnglen adventure action thriller
9778,Serendipity,"although strangers sara and jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. years later, they each yearn to reunite, despite being destined for the altar. but to give true love a chance, they have to find one another again. johncusack katebeckinsale jeremypiven peterchelsom comedy romance"
8831,Timecop,"an officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past. jean-claudevandamme miasara ronsilver peterhyams thriller sciencefiction action crime"
9398,Zoolander,"clear the runway for derek zoolander, vh1's three-time male model of the year. his face falls when hippie-chic ""he's so hot right now"" hansel scooters in to steal this year's award. the evil fashion guru mugatu seizes the opportunity to turn derek into a killing machine. its a well-designed conspiracy and only with the help of hansel and a few well-chosen accessories can derek make the world safe. benstiller owenwilson christinetaylor benstiller comedy"
112949,Safe Haven,"a young woman with a mysterious past lands in southport, north carolina where her bond with a widower forces her to confront the dark secret that haunts her. juliannehough joshduhamel cobiesmulders lassehallström romance"
10439,Hocus Pocus,"after 300 years of slumber, three sister witches are accidentally resurrected in salem on halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all. bettemidler sarahjessicaparker kathynajimy kennyortega comedy family fantasy"
3638,No Reservations,"master chef kate armstrong runs her life and her kitchen with intimidating intensity. however, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. though romance blooms in the face of rivalry, kate needs to look outside the kitchen to find true happiness. catherinezeta-jones aaroneckhart abigailbreslin scotthicks comedy"
23483,Kick-Ass,"dave lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so. aarontaylor-johnson chloëgracemoretz christophermintz-plasse matthewvaughn action crime"
62206,30 Minutes or Less,"two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else... jesseeisenberg dannymcbride azizansari rubenfleischer action adventure comedy"
10577,Dracula 2000,"in the millenium version of this classic gothic horror we find abraham van helsing (plummer), who has tangled with count dracula (butler) in the past, working as an english antiques dealer. simon (miller) is a vampire hunter in training under his apprenticeship. gerardbutler christopherplummer jonnyleemiller patricklussier thriller horror"
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","alexander's day begins with gum stuck in his hair, followed by more calamities. though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day. stevecarell jennifergarner edoxenbould miguelarteta family comedy"
4348,Pride & Prejudice,"pride & prejudice is a humorous story of love and life among english gentility during the georgian era. mr. bennet is an english gentleman living in hertfordshire with his overbearing wife and five daughters. if mr. bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages. keiraknightley matthewmacfadyen rosamundpike joewright drama romance"
78,Blade Runner,"in the smog-choked dystopian los angeles of 2019, blade runner rick deckard is called out of retirement to terminate a quartet of replicants who have escaped to earth seeking their creator for a way to extend their short life spans. harrisonford rutgerhauer seanyoung ridleyscott sciencefiction drama thriller"
11780,Rob Roy,"in the highlands of scotland in the 1700s, rob roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. when the money is stolen, rob is forced into a robin hood lifestyle to defend his family and honour. liamneeson jessicalange johnhurt michaelcaton-jones adventure"
192102,3 Days to Kill,"a dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. but first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town. kevincostner amberheard haileesteinfeld mcg action drama thriller crime"
2001,We Own the Night,a new york nightclub manager tries to save his brother and father from russian mafia hitmen. joaquinphoenix evamendes alexveadov jamesgray drama crime thriller
10383,Lost Souls,"a small group of catholics led by an ailing priest believe that satan intends to become man, just as god did in the person of jesus. the writings of a possessed mental patient lead them to peter kelson, a writer who studies serial killers. they think it's his body satan will occupy. the youngest in the group, a teacher named maya larkin, goes to peter to investigate further and to convince him to believe in the possibility of evil incarnate. other signs come to him as he and maya them take a journey full of strange occurrences, self-discovery, and an ultimate showdown winonaryder benchaplin sarahwynter januszkamiński horror thriller"
11516,Winged Migration,"the cameras of jacques perrin fly with migratory birds: geese, storks, cranes. the film begins with spring in north america and the migration to the arctic; the flight is a community event for each species. once in the arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. chicks must soon fly south. bad weather, hunters, and pollution take their toll. then, the cameras go philippelabro jacquesperrin jacquesperrin documentary"
10025,Just My Luck,"manhattanite ashley is known to many as the luckiest woman around. after a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his. lindsaylohan samairearmstrong chrispine donaldpetrie comedy drama family fantasy romance"
15198,"Mystery, Alaska","in mystery, alaska, life revolves around the legendary saturday hockey game at the local pond. but everything changes when the hometown team unexpectedly gets booked in an exhibition match against the new york rangers. when quirky small-towners, slick promoters and millionaire athletes come together. russellcrowe hankazaria marymccormack jayroach drama comedy"
23172,The Spy Next Door,"former cia spy bob ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. and when one of the youngsters accidentally downloads a top-secret formula, bob's longtime nemesis, a russian terrorist, pays a visit to the family. ambervalletta lucastill jackiechan brianlevant action comedy family"
17834,A Simple Wish,"murray is a male fairy godmother, and he is trying to help 8-year-old anabel to fulfil her ""simple wish"" - that her father oliver, who is a cab driver, would win the leading role in a broadway musical. unfortunately, murray's magic wand is broken and the fairies convention is threatened by evil witches claudia and boots. martinshort kathleenturner marawilson michaelritchie adventure comedy family fantasy"
10016,Ghosts of Mars,melanie ballard (natasha henstridge) is a hard nosed police chief in the year 2025. she and a police snatch squad are sent to mars to apprehend a dangerous criminal james williams (ice cube). mars has been occupied by humans for some time and they have set up mining facilities. the mining activities on mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. it soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'. natashahenstridge icecube jasonstatham johncarpenter action horror sciencefiction
10317,Our Brand Is Crisis,"a feature film based on the documentary ""our brand is crisis"", which focuses on the use of american political campaign strategies in south america. sandrabullock anthonymackie billybobthornton davidgordongreen comedy drama"
58431,Pride and Prejudice and Zombies,"a zombie outbreak has fallen upon the land in this reimagining of jane austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century england. feisty heroine elizabeth bennet (lily james) is a master of martial arts and weaponry and the handsome mr. darcy (sam riley) is a fierce zombie killer, yet the epitome of upper class prejudice. as the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all. lilyjames samriley jackhuston burrsteers romance horror comedy thriller"
9746,Kundun,"the tibetans refer to the dalai lama as 'kundun', which means 'the presence'. he was forced to escape from his native home, tibet, when communist china invaded and enforced an oppressive regime upon the peaceful nation. the dalai lama escaped to india in 1959 and has been living in exile in dharamsala ever since. tenzinthuthobtsarong tenchogyalpo tsewangmigyurkhangsar martinscorsese drama"
13092,How to Lose Friends & Alienate People,"a british writer struggles to fit in at a high-profile magazine in new york. based on toby young's memoir ""how to lose friends &amp; alienate people"". kelanpannell janettescott simonpegg robertb.weide comedy romance drama"
59859,Kick-Ass 2,"after kick-ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the colonel stars and stripes. when these amateur superheroes are hunted down by red mist — reborn as the mother fucker — only the blade-wielding hit-girl can prevent their annihilation. aarontaylor-johnson chloëgracemoretz christophermintz-plasse jeffwadlow action adventure crime"
13495,Alatriste,"in 17th century spain diego alatriste, a brave and heroic soldier, is fighting in his king's army in the flandes region. his best mate, balboa, falls in a trap and, near to death, asks diego to look after his son and teach him to be a soldier. viggomortensen elenaanaya unaxugalde agustíndíazyanes action"
254473,Brick Mansions,"in a dystopian detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. surrounding the area is a giant wall to keep the rest of detroit safe. for undercover cop damien collier, every day is a battle against corruption as he struggles to bring his father's killer, tremaine, to justice. meanwhile, damien and an ex-con named lino work together to save the city from a plot to destroy it. paulwalker davidbelle rza camilledelamarre action crime drama"
700,Octopussy,james bond is sent to investigate after a fellow “00” agent is found dead with a priceless farberge egg. james bond follows the mystery and uncovers a smuggling scandal and a russian general who wants to provoke a new world war. rogermoore maudadams louisjourdan johnglen adventure action thriller
4964,Knocked Up,"for fun loving party animal ben stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant. sethrogen katherineheigl lesliemann juddapatow comedy romance drama"
10024,My Sister's Keeper,"sara and brian live an idyllic life with their young son and daughter. but their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. the parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing. camerondiaz alecbaldwin abigailbreslin nickcassavetes drama"
13490,Welcome Home Roscoe Jenkins,"martin lawrence leads an all-star cast, including cedric the entertainer, mo'nique, and mike epps, in the hit comedy ""welcome home roscoe jenkins."" when a celebrated tv show host (lawrence) returns to his hometown in the south, his family is there to remind him that going home is no vacation! it's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (roger moore, orlando sentinel). martinlawrence jamesearljones margaretavery malcolmd.lee comedy drama"
15927,A Passage to India,"the film is set during the period of growing influence of the indian independence movement in the british raj. it begins with the arrival in india of a british woman, miss adela quested (judy davis), who is joining her fiancé, a city magistrate named ronny heaslop (nigel havers). she and ronny's mother, mrs. moore (peggy ashcroft), befriend an indian doctor, aziz h. ahmed (victor banerjee). judydavis alecguinness peggyashcroft davidlean drama adventure history"
1259,Notes on a Scandal,"a veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. however, her intentions with this new ""friend"" also go well beyond platonic friendship. judidench cateblanchett billnighy richardeyre drama romance"
5125,Rendition,"when an egyptian terrorism suspect ""disappears"" on a flight from africa to washington dc, his american wife and a cia analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the us. omarmetwally reesewitherspoon jakegyllenhaal gavinhood drama thriller"
174,Star Trek VI: The Undiscovered Country,"on the eve of retirement, kirk and mccoy are charged with assassinating the klingon high chancellor and imprisoned. the enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace. williamshatner leonardnimoy deforestkelley nicholasmeyer sciencefiction action adventure thriller"
9583,Divine Secrets of the Ya-Ya Sisterhood,"a mother and daughter dispute is resolved by the ""yaya sisterhood"" - long time friends of the mother. sandrabullock ellenburstyn fionnulaflanagan calliekhouri comedy drama romance"
9437,Kiss the Girls,"forensic psychologist alex cross travels to north carolina and teams with escaped kidnap victim kate mctiernan to hunt down ""casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. the trail leads to los angeles, where the duo discovers that the psychopath may not be working alone. morganfreeman ashleyjudd caryelwes garyfleder drama mystery thriller crime"
525,The Blues Brothers,"jake blues is just out of jail, and teams up with his brother, elwood on a 'mission from god' to raise funds for the orphanage in which they grew up. the only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there. danaykroyd johnbelushi jamesbrown johnlandis music comedy action crime"
10188,The Sisterhood of the Traveling Pants 2,"four young women continue the journey toward adulthood that began with ""the sisterhood of the traveling pants."" now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other. alexisbledel ambertamblyn americaferrera sanaahamri adventure comedy drama family"
63574,Joyful Noise,"g.g. sparrow faces off with her choir's newly appointed director, vi rose hill, over the group's direction as they head into a national competition. queenlatifah dollyparton kekepalmer toddgraff comedy music"
245,About a Boy,"will freeman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. but will's hope of a continued bachelorhood is interrupted when he meets 12-year old marcus, in many ways his complete opposite. hughgrant nicholashoult tonicollette chrisweitz drama comedy romance"
9825,Lake Placid,"when a man is eaten alive by an unknown creature, the local game warden teams up with a paleontologist from new york to find the beast. add to the mix an eccentric philanthropist with a penchant for ""crocs"", and here we go! this quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people! billpullman bridgetfonda oliverplatt steveminer horror comedy action sciencefiction thriller"
186,Lucky Number Slevin,"slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. under constant watch, slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. a film with many twists and turns. joshhartnett brucewillis lucyliu paulmcguigan drama thriller crime mystery"
9549,The Right Stuff,"a chronicle of the original mercury astronauts in the formation of america's space program: alan shepherd, the first american in space; gus grissom, the benighted astronaut for whom nothing works out as planned; john glenn, the straight-arrow 'boy scout' of the bunch who was the first american to orbit the earth; and the remaining pilots: deke slayton, scott carpenter and wally schirra. fredward dennisquaid edharris philipkaufman drama history"
61891,Anonymous,"set against the backdrop of the succession of queen elizabeth i, and the essex rebellion against her, the story advances the theory that it was in fact edward de vere, earl of oxford who penned shakespeare's plays. jamiecampbellbower rhysifans davidthewlis rolandemmerich drama history thriller"
34584,The NeverEnding Story,"while hiding from bullies in his school's attic, a young boy discovers the extraordinary land of fantasia, through a magical book called the neverending story. the book tells the tale of atreyu, a young warrior who, with the help of a luck dragon named falkor, must save fantasia from the destruction of the nothing. barretoliver geraldmcraney noahhathaway wolfgangpetersen drama family fantasy adventure"
2666,Dark City,"a man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans. rufussewell williamhurt kiefersutherland alexproyas mystery sciencefiction"
12783,The Duchess,"a chronicle of the life of 18th century aristocrat georgiana, duchess of devonshire, who was reviled for her extravagant political and personal life. keiraknightley ralphfiennes aidanmcardle sauldibb drama history romance"
13155,Return to Oz,"dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies. fairuzabalk nicolwilliamson jeanmarsh waltermurch adventure family fantasy"
42807,The Newton Boys,"four newton brothers are a poor farmer family in the 1920s. the oldest of them, willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. soon the family agrees. they become very famous robbers, and five years later execute the greatest train robbery in american history. matthewmcconaughey skeetulrich ethanhawke richardlinklater crime action drama"
28355,Case 39,"in her many years as a social worker, emily jenkins believes she has seen it all, until she meets 10-year-old lilith and the girl's cruel parents. emily's worst fears are confirmed when the parents try to harm the child, and so emily assumes custody of lilith while she looks for a foster family. however, emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect lilith, the more horrors she encounters. renéezellweger jodelleferland ianmcshane christianalvart horror mystery thriller"
8080,Suspect Zero,"a killer is on the loose, and an fbi agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers. carrie-annemoss aaroneckhart benkingsley e.eliasmerhige crime thriller"
5126,Martian Child,"a recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from mars. johncusack bobbycoleman amandapeet mennomeyjes drama"
56288,Spy Kids: All the Time in the World,"eight years after the third film, the oss has become the world's top spy agency, while the spy kids department has since become defunct. a retired spy marissa (jessica alba) is thrown back into the action along with her stepchildren when a maniacal timekeeper (jeremy piven) attempts to take over the world. in order to save the world, rebecca (rowan blanchard) and cecil (mason cook) must team up with their hated stepmother. carmen and juni have since also grown up and will provide gadgets to them. jessicaalba masoncook rowanblanchard robertrodriguez family comedy action"
303858,Money Monster,financial tv host lee gates and his producer patty are put in an extreme situation when an irate investor takes over their studio. georgeclooney juliaroberts jacko'connell jodiefoster thriller
1613,The 51st State,"elmo mcelroy is a streetwise american master chemist who heads to england to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' mcelroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. but his plans for a quick, profitable score go comically awry when he gets stuck in liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses. samuell.jackson robertcarlyle emilymortimer ronnyyu thriller action comedy crime"
31582,Flawless,an ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door. robertdeniro philipseymourhoffman barrymiller joelschumacher comedy drama
16617,Mindhunters,trainees in the fbi's psychological profiling program must put their training into practice when they discover a killer in their midst. llcoolj jonnyleemiller kathrynmorris rennyharlin mystery thriller crime
8944,What Just Happened,"during the course of an ordinary week in hollywood, movie producer ben (robert de niro) must navigate his way through shark-infested waters as he struggles to complete his latest projects. a demanding studio boss (catherine keener) demands extensive changes to a movie starring sean penn, while another chief won't greenlight a project unless star bruce willis shaves his beard. meanwhile, ben tries to reconcile with his wife and maintain a relationship with his young daughter. brucewillis robertdeniro seanpenn barrylevinson comedy drama"
41488,The Statement,"the film is set in france in the 1990s, the french were defeated by the germans early in world war ii, an armistice was signed in 1940 which effectively split france into a german occupied part in the north and a semi-independent part in the south which became known as vichy france. in reality the vichy government was a puppet regime controlled by the germans. part of the agreement was that the vichy government would assist with the 'cleansing' of jews from france. the vichy government formed a police force called the milice, who worked with the germans... michaelcaine tildaswinton jeremynortham normanjewison drama thriller"
37028,The Magic Flute,"during world war i, in an unnamed country, a soldier named tamino is sent by the queen of the night to rescue her daughter pamina from the clutches of the supposedly evil sarastro. but all is not as it seems. josephkaiser amycarson renépape kennethbranagh comedy drama music"
14560,Paul Blart: Mall Cop,"mild-mannered paul blart (kevin james) has always had huge dreams of becoming a state trooper. until then, he patrols the local mall as a security guard. with his closely cropped moustache, personal transporter and gung-ho attitude, only blart seems to take his job seriously. all that changes when a team of thugs raids the mall and takes hostages. untrained, unarmed and a super-size target, blart has to become a real cop to save the day. kevinjames keiro'donnell jaymamays stevecarr action adventure comedy family"
10330,Freaky Friday,"mother and daughter bicker over everything -- what anna wears, whom she likes and what she wants to do when she's older. in turn, anna detests tess's fiancé. when a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives. jamieleecurtis lindsaylohan markharmon markwaters comedy"
6957,The 40 Year Old Virgin,"andy stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. but at age 40, there's one thing andy hasn't done, and it's really bothering his sex-obsessed male co-workers: andy is still a virgin. determined to help andy get laid, the guys make it their mission to de-virginize him. but it all seems hopeless until andy meets small business owner trish, a single mom. stevecarell catherinekeener paulrudd juddapatow comedy romance"
1934,Shakespeare in Love,"young shakespeare is forced to stage his latest comedy, ""romeo and ethel, the pirate's daughter,"" before it's even written. when a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). as their relationship progresses, shakespeare's comedy soon transforms into tragedy. josephfiennes gwynethpaltrow geoffreyrush johnmadden romance history"
169917,A Walk Among the Tombstones,private investigator matthew scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife. liamneeson danstevens davidharbour scottfrank crime drama mystery thriller
951,Kindergarten Cop,"hard-edged cop john kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. pitted against a class of boisterous moppets whose antics try his patience and test his mettle, kimble may have met his match … in more ways than one. arnoldschwarzenegger penelopeannmiller pamelareed ivanreitman comedy"
10189,Pineapple Express,a stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder. sethrogen jamesfranco dannymcbride davidgordongreen action comedy
9454,Ever After: A Cinderella Story,"a unique 16th century woman, danielle possesses a love of books, and can easily quote from sir thomas more’s utopia. an intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple. drewbarrymore dougrayscott anjelicahuston andytennant drama romance comedy"
2055,Open Range,a former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman. kevincostner robertduvall michaelgambon kevincostner western
1551,Flatliners,"five medical students want to find out if there is life after death. they plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. a science fiction thriller from the early 1990's with a star studded cast. kiefersutherland juliaroberts kevinbacon joelschumacher drama horror sciencefiction thriller"
5902,A Bridge Too Far,tells the story of operation market garden. a failed attempt by the allies in the latter stages of wwii to end the war quickly by securing three bridges in holland allowing access over the rhine into germany. a combination of poor allied intelligence and the presence of two crack german panzer divisions meant that the final part of this operation (the bridge in arnhem over the rhine) was doomed to failure. dirkbogarde jamescaan michaelcaine richardattenborough drama history war
11460,Red Eye,"after attending the funeral of her grandmother in dallas, the lux atlantic hotel manager lisa is waiting for a flight to miami. due to the bad weather and consequent flight delay, she meets in the airport bar jack rippner, who is also in the waiting list. they sit together in the plane, and jack reveals that he wants lisa to change the room in lux of an important american politician to facilitate a terrorist attempt against him. otherwise, lisa's father will be killed by a hit man. lisa has to decide what to do with the menacing man at her side. rachelmcadams cillianmurphy briancox wescraven horror thriller"
9358,Final Destination 2,"when kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...or are they? the survivors mysteriously start dying and it's up to kimberly to stop it before she's next. alilarter a.j.cook michaellandes davidr.ellis horror mystery"
134,"O Brother, Where Art Thou?","in the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. on their journey they come across many comical characters and incredible situations. based upon homer's 'odyssey'. georgeclooney johnturturro timblakenelson joelcoen action adventure comedy"
22894,Legion,"when god loses faith in humankind, he sends his legion of angels to bring on the apocalypse. humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the archangel michael. paulbettany dennisquaid kevindurand scottstewart horror"
134374,Pain & Gain,"daniel lugo, manager of the sun gym in 1990s miami, decides that there is only one way to achieve his version of the american dream: extortion. to achieve his goal, he recruits musclemen paul and adrian as accomplices. after several failed attempts, they abduct rich businessman victor kershaw and convince him to sign over all his assets to them. but when kershaw makes it out alive, authorities are reluctant to believe his story. markwahlberg dwaynejohnson anthonymackie michaelbay thriller crime action"
1901,In Good Company,"dan foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor carter duryea, who is half his age. matters are made worse when dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student alex. tophergrace scarlettjohansson dennisquaid paulweitz comedy drama romance"
15028,Clockstoppers,"until now, zak gibbs' greatest challenge has been to find a way to buy a car. but when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. the world around him seems to come to a stop, everything and everybody frozen in time. zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, francesca, start to have some real fun. jessebradford paulagarcés robinthomas jonathanfrakes adventure family sciencefiction thriller"
11509,Silverado,"four unwitting heroes cross paths on their journey to the sleepy town of silverado. little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. it's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are. kevinkline scottglenn kevincostner lawrencekasdan action crime drama western"
7445,Brothers,"when his helicopter goes down during his fourth tour of duty in afghanistan, marine sam cahill is presumed dead. back home, brother tommy steps in to look over sam’s wife, grace, and two children. sam’s surprise homecoming triggers domestic mayhem. tobeymaguire jakegyllenhaal natalieportman jimsheridan drama thriller war"
17047,Agent Cody Banks 2: Destination London,"with all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, derek (anthony anderson), cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain. frankiemuniz anthonyanderson hannahspearritt kevinallen comedy"
62838,New Year's Eve,the lives of several couples and singles in new york intertwine over the course of new year's eve. robertdeniro katherineheigl ashtonkutcher garrymarshall comedy romance
2057,Original Sin,"a young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp angelinajolie antoniobanderas gregoryitzin michaelcristofer drama thriller mystery romance"
70436,The Raven,"a fictionalized account of the last days of edgar allan poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories. johncusack lukeevans aliceeve jamesmcteigue crime thriller mystery"
16784,Welcome to Mooseport,"a us president (gene hackman) who has retired after two terms in office returns to his hometown of mooseport, maine and decides to run for mayor against another local candidate (ray romano). rayromano genehackman marciagayharden donaldpetrie comedy"
8011,Highlander: The Final Dimension,"starts off in the 15th century, with connor mcleod (christopher lambert) training with another immortal swordsman, the japanese sorcerer nakano (mako). when an evil immortal named kane (mario van peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. when kane resurfaces in the 20th century to create havoc, it's up to mcleod to stop him. christopherlambert mariovanpeebles deborahkaraunger andrewmorahan action fantasy sciencefiction"
31640,Blood and Wine,"a man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes. jacknicholson stephendorff jenniferlopez bobrafelson crime drama thriller"
9092,Snow White: A Tale of Terror,"based somewhat more authentically on the grimm brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miners (and they aren't dwarfs or cute). it takes place at the time of the crusades, and depicts the attitudes of the wealthy and the peasant classes toward one another. sigourneyweaver samneill monicakeena michaelcohn fantasy horror"
2779,The Curse of the Jade Scorpion,"cw briggs is a veteran insurance investigator, with many successes. betty ann fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. they don't like each other - or at least that's what they think. during a night out with the rest of the office employees, they go to watch voltan, a magician who secretly hypnotizes both of them. danaykroyd helenhunt woodyallen woodyallen comedy crime mystery romance thriller"
316002,Accidental Love,"a small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to washington, dc. sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for? jakegyllenhaal jessicabiel jamesmarsden davido.russell romance comedy"
36355,Flipper,"sandy ricks is sent by his mom to coral key, a rustic island in the florida keys, to spend the summer with his uncle porter ricks. sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named flipper, that brings uncle and nephew together and leads sandy on the summer adventure of a lifetime. elijahwood paulhogan jonathanbanks alanshapiro adventure family"
238615,Self/less,an extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets. ryanreynolds benkingsley nataliemartinez tarsemsingh sciencefiction mystery thriller
1985,The Constant Gardener,"justin quayle is a low-level british diplomat who has always gone about his work very quietly, not causing any problems. but after his radical wife tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy. ralphfiennes rachelweisz dannyhuston fernandomeirelles drama mystery thriller"
615,The Passion of the Christ,"""the passion of the christ"" is a film about the last 12 hours in the life of jesus. director mel gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. the films languages are arabic, latin and hebrew and its actors are laymen which was controversially received as well. jimcaviezel maiamorgenstern monicabellucci melgibson drama"
788,Mrs. Doubtfire,"loving but irresponsible dad daniel hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. when daniel learns his ex needs a housekeeper, he gets the job -- disguised as an english nanny. soon he becomes not only his children's best pal but the kind of parent he should have been from the start. robinwilliams sallyfield piercebrosnan chriscolumbus comedy drama family"
380,Rain Man,selfish yuppie charlie babbitt's father left a fortune to his savant brother raymond and a pittance to charlie; they travel cross-country. dustinhoffman tomcruise valeriagolino barrylevinson drama
